event_type,code_system,raw_code,normalized_code,mimic_token,mimic_token_id,mapping_status,oov_cause,needed_normalization,description,source_code_system,n_events,n_patients,sample_description
procedure,HCPCS,45771,45771,HCPCS_45771,,oov,unknown_unmappable,false,,CPT,1,1,HX MEATOTOMY
procedure,HCPCS,47880,47880,HCPCS_47880,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,URETHRAL STRICTURE DILATATION
procedure,HCPCS,94220,94220,HCPCS_94220,,oov,unknown_unmappable,false,,CPT,1,1,"INJ PROC, CYSTOGRAPHY OR VCUG"
procedure,HCPCS,93395,93395,HCPCS_93395,,oov,unknown_unmappable,false,,CPT,1,1,HX MRI ANGIOGRAPHY HEAD/NECK
procedure,HCPCS,46845,46845,HCPCS_46845,,oov,unknown_unmappable,false,,CPT,5,5,IMPEDANCE PH PROBE
procedure,HCPCS,41425,41425,HCPCS_41425,,oov,unknown_unmappable,false,,CPT,1,1,REMOVE SUTURES
procedure,HCPCS,48086,48086,HCPCS_48086,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX PALATE SURGERY
procedure,HCPCS,50975,50975,HCPCS_50975,,oov,unknown_unmappable,false,,CPT,1,1,CATH ABLATION SVT
procedure,HCPCS,135360,135360,HCPCS_135360,,oov,unknown_unmappable,false,,CPT,1,1,PR BACT COMMUNITY-ACQUIRED PNEUMONIA ASSESSMENT
procedure,HCPCS,47890,47890,HCPCS_47890,,oov,unknown_unmappable,false,,NCH_LOCAL,4,4,SCROTOPLASTY
procedure,HCPCS,60581,60581,HCPCS_60581,,oov,unknown_unmappable,false,,NCH_LOCAL,2,2,"CYSTOSCOPY, URETERAL STENT PLACEMENT"
procedure,HCPCS,48288,48288,HCPCS_48288,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX FOOT TENDON SURGERY
procedure,HCPCS,15057,15057,HCPCS_15057,,oov,unknown_unmappable,false,,CPT,1,1,"PR LAP,DIAGNOSTIC ABDOMEN"
procedure,HCPCS,46294,46294,HCPCS_46294,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX BONE MARROW TRANSPLANT
procedure,HCPCS,507,507,HCPCS_507,,oov,unknown_unmappable,false,,CPT,1,1,ECHOCARDIOGRAM TRANSTHORACIC
procedure,HCPCS,46313,46313,HCPCS_46313,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX LASER EYE SURGERY
procedure,HCPCS,87586,87586,HCPCS_87586,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,SIG/BIOPSY
procedure,HCPCS,82674,82674,HCPCS_82674,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,CRANIAL TUMOR SURGERY
procedure,HCPCS,16796,16796,HCPCS_16796,,oov,unknown_unmappable,false,,CPT,1,1,PR PARTIAL HEMISPHERECTOMY
procedure,HCPCS,60557,60557,HCPCS_60557,,oov,unknown_unmappable,false,,NCH_LOCAL,2,2,CHORDEE REPAIR
procedure,HCPCS,82064,82064,HCPCS_82064,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,BOWEL RESECTION
procedure,HCPCS,47565,47565,HCPCS_47565,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX NASAL POLYP SURGERY
procedure,HCPCS,47991,47991,HCPCS_47991,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX FACIAL RECONSTRUCTION SURGERY
procedure,HCPCS,47558,47558,HCPCS_47558,,oov,unknown_unmappable,false,,CPT,1,1,CVL INSERTION < 5 YRS OLD
procedure,HCPCS,47165,47165,HCPCS_47165,,oov,unknown_unmappable,false,,CPT,1,1,USE ORDER SET
procedure,HCPCS,46297,46297,HCPCS_46297,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX BROCHOSCOPY
procedure,HCPCS,87881,87881,HCPCS_87881,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,SUBTOTAL COLECTOMY AND ILEOSTOMY
procedure,HCPCS,82606,82606,HCPCS_82606,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,CRANIOFACIAL SURGERY
procedure,HCPCS,15860,15860,HCPCS_15860,,oov,unknown_unmappable,false,,CPT,1,1,"PR HYPOSPAD REPAIR,1 STAGE,DIST,PLASTY"
procedure,HCPCS,62133,62133,HCPCS_62133,,oov,unknown_unmappable,false,,CPT,1,1,INTUBATION ENDOTRACHEAL EMERGENCY PROCEDURE
procedure,HCPCS,8965,8965,HCPCS_8965,,oov,unknown_unmappable,false,,CPT,1,1,PR RIB CARTILAGE GRAFT TO FACE
procedure,HCPCS,48348,48348,HCPCS_48348,,oov,unknown_unmappable,false,,NCH_LOCAL,2,2,HX PANCREATECTOMY
procedure,HCPCS,69817,69817,HCPCS_69817,,oov,unknown_unmappable,false,,CPT,1,1,HYBRID/OTHER PROCEDURE
procedure,HCPCS,16936,16936,HCPCS_16936,,oov,unknown_unmappable,false,,CPT,1,1,"PR STEREO IMPLANT BRAIN ELECTRODES, SEIZURE MONITOR"
procedure,HCPCS,46440,46440,HCPCS_46440,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,EGD FOREIGN BODY RETRIEVAL
procedure,HCPCS,46767,46767,HCPCS_46767,,oov,unknown_unmappable,false,,CPT,1,1,ANORECTAL MANOMETRY
procedure,HCPCS,50150,50150,HCPCS_50150,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,"HX SHUNT, SYSTEMIC TO PULMONARY, OTHER"
procedure,HCPCS,16776,16776,HCPCS_16776,,oov,unknown_unmappable,false,,CPT,1,1,"PR SUBDUR IMPLNT ELECTR, CRAN BONE FLAP"
procedure,HCPCS,49978,49978,HCPCS_49978,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,"HX COARCTATION REPAIR, END TO END"
procedure,HCPCS,48344,48344,HCPCS_48344,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,NEPHROSTOMY
procedure,HCPCS,1002029,1002029,HCPCS_1002029,,oov,unknown_unmappable,false,,CPT,1,1,TEAR DUCT PROBE WITH OR WITHOUT IRRIGATION - SINGLE EYE
procedure,HCPCS,59134,59134,HCPCS_59134,,oov,unknown_unmappable,false,,CPT,1,1,PLACE GASTROSTOMY TUBE
procedure,HCPCS,50014,50014,HCPCS_50014,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,"HX CORONARY ARTERY PROCEDURE, OTHER"
procedure,HCPCS,55524,55524,HCPCS_55524,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX STENT DILATION
procedure,HCPCS,47871,47871,HCPCS_47871,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX CARDIOVASCULAR SURGERY
procedure,HCPCS,47685,47685,HCPCS_47685,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX FRACTURE SURGERY
procedure,HCPCS,47691,47691,HCPCS_47691,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX ESCHAROTOMY
procedure,HCPCS,50164,50164,HCPCS_50164,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,"HX TOF AVC (AVSD),REPAIR"
procedure,HCPCS,99149,99149,HCPCS_99149,,oov,unknown_unmappable,false,,CPT,1,1,"SPINE, LUMBAR, W/ & W/O CONTRAST"
procedure,HCPCS,17006,17006,HCPCS_17006,,oov,unknown_unmappable,false,,CPT,1,1,"PR NEUROENDOSCOP,PLACE/REPLACE VENTCATH"
procedure,HCPCS,42474,42474,HCPCS_42474,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX BREAST REDUCTION
procedure,HCPCS,47905,47905,HCPCS_47905,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX ABDOMINAL WALL SURGERY
procedure,HCPCS,46316,46316,HCPCS_46316,,oov,unknown_unmappable,false,,NCH_LOCAL,1,1,HX NEPHROSTOMY TUBE
procedure,HCPCS,7541,7541,HCPCS_7541,,oov,unknown_unmappable,false,,CPT,1,1,"PR ANESTH,REPAIR UP HERNIA DIAPHRAGM"
medication,RXNORM,1868469,1868469,RXN_1868469,,oov,pediatric_absent,false,sodium bicarbonate,RXNORM,5,4,sodium bicarbonate
medication,RXNORM,197507,197507,RXN_197507,28097.0,rxcui_exact,,false,"CIMETIDINE 400 mg ORAL TABLET, FILM COATED [Cimetidine] (medication)",RXNORM,1,1,cimetidine
medication,RXNORM,1053697,1053697,RXN_1053697,27061.0,rxcui_exact,,false,NYSTATIN 100000 [USP'U] in 1 g / TRIAMCINOLONE ACETONIDE 1 mg in 1 g TOPICAL OINTMENT (medication),RXNORM,1,1,nystatin/triamcin
medication,RXNORM,904425,904425,RXN_904425,30448.0,rxcui_exact,,false,alendronic acid 5 MG Oral Tablet (medication),RXNORM,2,1,alendronate sodium
medication,RXNORM,1791229,1791229,RXN_1791229,27888.0,rxcui_exact,,false,DILTIAZEM HYDROCHLORIDE 5 mg in 1 mL INTRAVENOUS INJECTION (medication),RXNORM,1,1,diltiazem HCl
medication,RXNORM,904467,904467,RXN_904467,30453.0,rxcui_exact,,false,PRAVASTATIN SODIUM 20 mg ORAL TABLET (medication),RXNORM,6,2,pravastatin sodium
medication,RXNORM,284207,284207,RXN_284207,,oov,pediatric_absent,false,ethinyl estradiol/drospirenone,RXNORM,3,2,ethinyl estradiol/drospirenone
medication,RXNORM,1049615,1049615,RXN_1049615,27044.0,rxcui_exact,,false,OXYCODONE HYDROCHLORIDE 100 mg in 5 mL ORAL SOLUTION (medication),RXNORM,1,1,oxycodone HCl
medication,RXNORM,2043306,2043306,RXN_2043306,,oov,pediatric_absent,false,rabies immune globulin/PF,RXNORM,1,1,rabies immune globulin/PF
medication,RXNORM,82806,82806,RXN_82806,,oov,pediatric_absent,false,fosphenytoin sodium,RXNORM,4,1,fosphenytoin sodium
medication,RXNORM,308188,308188,RXN_308188,,oov,pediatric_absent,false,amoxicillin,RXNORM,2,2,amoxicillin
procedure,ICD9PCS,02.03,0203,CCS_9,220.0,mapped_ccs,,true,Other OR therapeutic nervous system procedures (procedure),ICD-9-CM Volume 3,3,3,SKULL FLAP FORMATION
procedure,ICD9PCS,35.71,3571,CCS_49,175.0,mapped_ccs,,true,Other OR heart procedures (procedure),ICD-9-CM Volume 3,9,9,ATRIA SEPTA DEF REP NEC
procedure,ICD10PCS,0TF68ZZ,0TF68ZZ,CCS_107,9.0,mapped_ccs,,false,Extracorporeal lithotripsy; urinary (procedure),ICD-10-PCS,2,2,"Fragmentation in Right Ureter, Via Natural or Artificial Opening Endoscopic"
procedure,ICD10PCS,087X7ZZ,087X7ZZ,CCS_19,100.0,mapped_ccs,,false,Other therapeutic procedures on eyelids; conjunctiva; cornea (procedure),ICD-10-PCS,6,6,"Dilation of Right Lacrimal Duct, Via Natural or Artificial Opening"
procedure,ICD9PCS,81.30,8130,CCS_158,65.0,mapped_ccs,,true,Spinal fusion (procedure),ICD-9-CM Volume 3,1,1,SPINAL REFUSION NOS
procedure,ICD9PCS,02.2,022,CCS_9,220.0,mapped_ccs,,true,Other OR therapeutic nervous system procedures (procedure),ICD-9-CM Volume 3,10,2,VENTRICULOSTOMY
procedure,ICD9PCS,01.53,0153,CCS_1,0.0,mapped_ccs,,true,Incision and excision of CNS (procedure),ICD-9-CM Volume 3,1,1,BRAIN LOBECTOMY
procedure,ICD9PCS,01.32,0132,CCS_1,0.0,mapped_ccs,,true,Incision and excision of CNS (procedure),ICD-9-CM Volume 3,1,1,LOBOTOMY & TRACTOTOMY
procedure,ICD9PCS,99.23,9923,CCS_231,147.0,mapped_ccs,,true,Other therapeutic procedures (procedure),ICD-9-CM Volume 3,10,8,INJECT STEROID
procedure,ICD10PCS,0PHL34Z,0PHL34Z,CCS_145,51.0,mapped_ccs,,false,Treatment; fracture or dislocation of radius and ulna (procedure),ICD-10-PCS,1,1,"Insertion of Internal Fixation Device into Left Ulna, Percutaneous Approach"
procedure,ICD9PCS,79.04,7904,CCS_148,54.0,mapped_ccs,,true,Other fracture and dislocation procedure (procedure),ICD-9-CM Volume 3,3,2,CL FX REDUC-FINGER
procedure,ICD10PCS,BQ30YZZ,BQ30YZZ,CCS_198,109.0,mapped_ccs,,false,Magnetic resonance imaging (procedure),ICD-10-PCS,1,1,Magnetic Resonance Imaging (MRI) of Right Hip using Other Contrast
procedure,ICD10PCS,08SP0ZZ,08SP0ZZ,CCS_19,100.0,mapped_ccs,,false,Other therapeutic procedures on eyelids; conjunctiva; cornea (procedure),ICD-10-PCS,7,6,"Reposition Left Upper Eyelid, Open Approach"
procedure,ICD10PCS,015B0ZZ,015B0ZZ,CCS_9,220.0,mapped_ccs,,false,Other OR therapeutic nervous system procedures (procedure),ICD-10-PCS,1,1,"Destruction of Lumbar Nerve, Open Approach"
procedure,ICD10PCS,3E0C305,3E0C305,CCS_224,139.0,mapped_ccs,,false,Cancer chemotherapy (procedure),ICD-10-PCS,1,1,"Introduction of Other Antineoplastic into Eye, Percutaneous Approach"
procedure,ICD10PCS,00HU33Z,00HU33Z,CCS_5,176.0,mapped_ccs,,false,Insertion of catheter or spinal stimulator and injection into spinal canal (procedure),ICD-10-PCS,1,1,"Insertion of Infusion Device into Spinal Canal, Percutaneous Approach"
procedure,ICD10PCS,0JWT0VZ,0JWT0VZ,CCS_174,83.0,mapped_ccs,,false,Other non-OR therapeutic procedures on skin and breast (procedure),ICD-10-PCS,1,1,"Revision of Infusion Pump in Trunk Subcutaneous Tissue and Fascia, Open Approach"
procedure,ICD10PCS,0HB1XZX,0HB1XZX,CCS_173,82.0,mapped_ccs,,false,Other diagnostic procedures on skin and subcutaneous tissue (procedure),ICD-10-PCS,2,2,"Excision of Face Skin, External Approach, Diagnostic"
procedure,ICD10PCS,B546ZZA,B546ZZA,CCS_192,103.0,mapped_ccs,,false,Diagnostic ultrasound of head and neck (procedure),ICD-10-PCS,1,1,"Ultrasonography of Right Subclavian Vein, Guidance"
procedure,ICD9PCS,55.23,5523,CCS_110,13.0,mapped_ccs,,true,Other diagnostic procedures of urinary tract (procedure),ICD-9-CM Volume 3,3,2,CLOSED RENAL BIOPSY
procedure,ICD10PCS,B039YZZ,B039YZZ,CCS_198,109.0,mapped_ccs,,false,Magnetic resonance imaging (procedure),ICD-10-PCS,5,4,Magnetic Resonance Imaging (MRI) of Sella Turcica/Pituitary Gland using Other Contrast
procedure,ICD10PCS,0BBD8ZX,0BBD8ZX,CCS_37,162.0,mapped_ccs,,false,Diagnostic bronchoscopy and biopsy of bronchus (procedure),ICD-10-PCS,2,1,"Excision of Right Middle Lung Lobe, Via Natural or Artificial Opening Endoscopic, Diagnostic"
procedure,ICD10PCS,00HE0MZ,00HE0MZ,CCS_9,220.0,mapped_ccs,,false,Other OR therapeutic nervous system procedures (procedure),ICD-10-PCS,8,8,"Insertion of Neurostimulator Lead into Cranial Nerve, Open Approach"
procedure,ICD10PCS,B31CZZZ,B31CZZZ,CCS_226,141.0,mapped_ccs,,false,Other diagnostic radiology and related techniques (procedure),ICD-10-PCS,1,1,Fluoroscopy of Bilateral External Carotid Arteries
procedure,ICD9PCS,86.95,8695,CCS_9,220.0,mapped_ccs,,true,Other OR therapeutic nervous system procedures (procedure),ICD-9-CM Volume 3,5,5,INS/RE PLS GN NO RECHRG
procedure,ICD10PCS,0JH63XZ,0JH63XZ,CCS_174,83.0,mapped_ccs,,false,Other non-OR therapeutic procedures on skin and breast (procedure),ICD-10-PCS,3,3,"Insertion of Tunneled Vascular Access Device into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
procedure,ICD10PCS,0JH60BZ,0JH60BZ,CCS_9,220.0,mapped_ccs,,false,Other OR therapeutic nervous system procedures (procedure),ICD-10-PCS,4,4,"Insertion of Single Array Stimulator Generator into Chest Subcutaneous Tissue and Fascia, Open Approach"
procedure,ICD9PCS,81.45,8145,CCS_149,55.0,mapped_ccs,,true,Arthroscopy (procedure),ICD-9-CM Volume 3,1,1,CRUCIATE LIG REPAIR NEC
procedure,ICD10PCS,03PY0JZ,03PY0JZ,CCS_61,189.0,mapped_ccs,,false,Other OR procedures on vessels other than head and neck (procedure),ICD-10-PCS,1,1,"Removal of Synthetic Substitute from Upper Artery, Open Approach"
procedure,ICD10PCS,30253H1,30253H1,CCS_222,137.0,mapped_ccs,,false,Blood transfusion (procedure),ICD-10-PCS,1,1,"Transfusion of Nonautologous Whole Blood into Peripheral Artery, Percutaneous Approach"
procedure,ICD9PCS,88.77,8877,CCS_197,108.0,mapped_ccs,,true,Other diagnostic ultrasound (procedure),ICD-9-CM Volume 3,3,3,DX ULTRASOUND-VASCULAR
procedure,ICD9PCS,86.96,8696,CCS_9,220.0,mapped_ccs,,true,Other OR therapeutic nervous system procedures (procedure),ICD-9-CM Volume 3,10,10,INSERT/REPL OTH NEUROST
procedure,ICD10PCS,00BY0ZZ,00BY0ZZ,CCS_9,220.0,mapped_ccs,,false,Other OR therapeutic nervous system procedures (procedure),ICD-10-PCS,3,3,"Excision of Lumbar Spinal Cord, Open Approach"
procedure,ICD10PCS,009U00Z,009U00Z,CCS_9,220.0,mapped_ccs,,false,Other OR therapeutic nervous system procedures (procedure),ICD-10-PCS,1,1,"Drainage of Spinal Canal with Drainage Device, Open Approach"
procedure,ICD10PCS,018N0ZZ,018N0ZZ,CCS_9,220.0,mapped_ccs,,false,Other OR therapeutic nervous system procedures (procedure),ICD-10-PCS,1,1,"Division of Lumbar Sympathetic Nerve, Open Approach"
procedure,ICD10PCS,3E0C7GC,3E0C7GC,CCS_19,100.0,mapped_ccs,,false,Other therapeutic procedures on eyelids; conjunctiva; cornea (procedure),ICD-10-PCS,1,1,"Introduction of Other Therapeutic Substance into Eye, Via Natural or Artificial Opening"
procedure,ICD10PCS,0W903ZZ,0W903ZZ,CCS_168,76.0,mapped_ccs,,false,Incision and drainage; skin and subcutaneous tissue (procedure),ICD-10-PCS,1,1,"Drainage of Head, Percutaneous Approach"
procedure,ICD10PCS,00W63JZ,00W63JZ,CCS_9,220.0,mapped_ccs,,false,Other OR therapeutic nervous system procedures (procedure),ICD-10-PCS,5,4,"Revision of Synthetic Substitute in Cerebral Ventricle, Percutaneous Approach"
procedure,ICD9PCS,35.54,3554,CCS_49,175.0,mapped_ccs,,true,Other OR heart procedures (procedure),ICD-9-CM Volume 3,4,4,PROS REP ENDOCAR CUSHION
procedure,ICD9PCS,35.61,3561,CCS_49,175.0,mapped_ccs,,true,Other OR heart procedures (procedure),ICD-9-CM Volume 3,2,2,GRAFT REPAIR ATRIAL DEF
procedure,ICD9PCS,35.14,3514,CCS_43,169.0,mapped_ccs,,true,Heart valve procedures (procedure),ICD-9-CM Volume 3,1,1,OPN TRICUS VALVULOPLASTY
procedure,ICD9PCS,42.92,4292,CCS_69,197.0,mapped_ccs,,true,Esophageal dilatation (procedure),ICD-9-CM Volume 3,17,1,ESOPHAGEAL DILATION
procedure,ICD10PCS,0DBH0ZZ,0DBH0ZZ,CCS_79,208.0,mapped_ccs,,false,Local excision of large intestine lesion (not endoscopic) (procedure),ICD-10-PCS,2,2,"Excision of Cecum, Open Approach"
procedure,ICD10PCS,0WP900Z,0WP900Z,CCS_41,167.0,mapped_ccs,,false,Other non-OR therapeutic procedures on respiratory system (procedure),ICD-10-PCS,2,2,"Removal of Drainage Device from Right Pleural Cavity, Open Approach"
procedure,ICD10PCS,07BM0ZZ,07BM0ZZ,CCS_67,195.0,mapped_ccs,,false,Other therapeutic procedures; hemic and lymphatic system (procedure),ICD-10-PCS,3,3,"Excision of Thymus, Open Approach"
procedure,ICD10PCS,BW2FYZZ,BW2FYZZ,CCS_177,86.0,mapped_ccs,,false,Computerized axial tomography (CT) scan head (procedure),ICD-10-PCS,7,6,Computerized Tomography (CT Scan) of Neck using Other Contrast
procedure,ICD10PCS,0CC3XZZ,0CC3XZZ,CCS_229,144.0,mapped_ccs,,false,Nonoperative removal of foreign body (procedure),ICD-10-PCS,1,1,"Extirpation of Matter from Soft Palate, External Approach"
procedure,ICD10PCS,06HT33Z,06HT33Z,CCS_54,181.0,mapped_ccs,,false,Other vascular catheterization; not heart (procedure),ICD-10-PCS,1,1,"Insertion of Infusion Device into Right Foot Vein, Percutaneous Approach"
procedure,ICD9PCS,51.23,5123,CCS_84,214.0,mapped_ccs,,true,Cholecystectomy and common duct exploration (procedure),ICD-9-CM Volume 3,3,3,LAPAROSCOPIC CHOLECYSTEC
procedure,ICD10PCS,00163J6,00163J6,CCS_2,111.0,mapped_ccs,,false,Insertion; replacement; or removal of extracranial ventricular shunt (procedure),ICD-10-PCS,5,5,"Bypass Cerebral Ventricle to Peritoneal Cavity with Synthetic Substitute, Percutaneous Approach"
procedure,ICD10PCS,00U10KZ,00U10KZ,CCS_9,220.0,mapped_ccs,,false,Other OR therapeutic nervous system procedures (procedure),ICD-10-PCS,2,2,"Supplement Cerebral Meninges with Nonautologous Tissue Substitute, Open Approach"
procedure,ICD10PCS,009U30Z,009U30Z,CCS_8,209.0,mapped_ccs,,false,Other non-OR or closed therapeutic nervous system procedures (procedure),ICD-10-PCS,2,2,"Drainage of Spinal Canal with Drainage Device, Percutaneous Approach"
procedure,ICD10PCS,0CS10ZZ,0CS10ZZ,CCS_33,158.0,mapped_ccs,,false,Other OR therapeutic procedures on nose; mouth and pharynx (procedure),ICD-10-PCS,1,1,"Reposition Lower Lip, Open Approach"
procedure,ICD9PCS,35.62,3562,CCS_49,175.0,mapped_ccs,,true,Other OR heart procedures (procedure),ICD-9-CM Volume 3,1,1,GRAFT REPAIR VENTRIC DEF
procedure,ICD10PCS,BQ38YZZ,BQ38YZZ,CCS_198,109.0,mapped_ccs,,false,Magnetic resonance imaging (procedure),ICD-10-PCS,1,1,Magnetic Resonance Imaging (MRI) of Left Knee using Other Contrast
procedure,ICD9PCS,65.25,6525,CCS_120,24.0,mapped_ccs,,true,Other operations on ovary (procedure),ICD-9-CM Volume 3,1,1,OTH LAP LOC EXC DEST OVA
procedure,ICD10PCS,BW20YZZ,BW20YZZ,CCS_179,88.0,mapped_ccs,,false,CT scan abdomen (procedure),ICD-10-PCS,3,3,Computerized Tomography (CT Scan) of Abdomen using Other Contrast
procedure,ICD10PCS,BW3GZZZ,BW3GZZZ,CCS_198,109.0,mapped_ccs,,false,Magnetic resonance imaging (procedure),ICD-10-PCS,2,2,Magnetic Resonance Imaging (MRI) of Pelvic Region
procedure,ICD10PCS,BR4FZZZ,BR4FZZZ,CCS_197,108.0,mapped_ccs,,false,Other diagnostic ultrasound (procedure),ICD-10-PCS,4,3,Ultrasonography of Sacrum and Coccyx
procedure,ICD10PCS,0KNV0ZZ,0KNV0ZZ,CCS_160,68.0,mapped_ccs,,false,Other therapeutic procedures on muscles and tendons (procedure),ICD-10-PCS,1,1,"Release Right Foot Muscle, Open Approach"
procedure,ICD10PCS,0KNW0ZZ,0KNW0ZZ,CCS_160,68.0,mapped_ccs,,false,Other therapeutic procedures on muscles and tendons (procedure),ICD-10-PCS,1,1,"Release Left Foot Muscle, Open Approach"
procedure,ICD10PCS,00U20KZ,00U20KZ,CCS_9,220.0,mapped_ccs,,false,Other OR therapeutic nervous system procedures (procedure),ICD-10-PCS,8,7,"Supplement Dura Mater with Nonautologous Tissue Substitute, Open Approach"
procedure,ICD9PCS,46.71,4671,CCS_96,227.0,mapped_ccs,,true,Other OR lower GI therapeutic procedures (procedure),ICD-9-CM Volume 3,1,1,DUODENAL LACERAT SUTURE
procedure,ICD10PCS,0TQD0ZZ,0TQD0ZZ,CCS_109,11.0,mapped_ccs,,false,Procedures on the urethra (procedure),ICD-10-PCS,8,7,"Repair Urethra, Open Approach"
procedure,ICD9PCS,53.02,5302,CCS_85,215.0,mapped_ccs,,true,Inguinal and femoral hernia repair (procedure),ICD-9-CM Volume 3,17,16,OPN REP IND ING HERN NEC
procedure,ICD10PCS,02HW33Z,02HW33Z,CCS_54,181.0,mapped_ccs,,false,Other vascular catheterization; not heart (procedure),ICD-10-PCS,7,7,"Insertion of Infusion Device into Thoracic Aorta, Descending, Percutaneous Approach"
procedure,ICD10PCS,06HY32Z,06HY32Z,CCS_62,190.0,mapped_ccs,,false,Other diagnostic cardiovascular procedures (procedure),ICD-10-PCS,2,2,"Insertion of Monitoring Device into Lower Vein, Percutaneous Approach"
procedure,ICD10PCS,0H98XZZ,0H98XZZ,CCS_168,76.0,mapped_ccs,,false,Incision and drainage; skin and subcutaneous tissue (procedure),ICD-10-PCS,2,2,"Drainage of Buttock Skin, External Approach"
procedure,ICD10PCS,02UJ0JG,02UJ0JG,CCS_43,169.0,mapped_ccs,,false,Heart valve procedures (procedure),ICD-10-PCS,1,1,"Supplement Tricuspid Valve created from Right Atrioventricular Valve with Synthetic Substitute, Open Approach"
procedure,ICD10PCS,0JX10ZC,0JX10ZC,CCS_175,84.0,mapped_ccs,,false,Other OR therapeutic procedures on skin and breast (procedure),ICD-10-PCS,2,2,"Transfer Face Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Open Approach"
procedure,ICD10PCS,02RH38Z,02RH38Z,CCS_43,169.0,mapped_ccs,,false,Heart valve procedures (procedure),ICD-10-PCS,1,1,"Replacement of Pulmonary Valve with Zooplastic Tissue, Percutaneous Approach"
procedure,ICD10PCS,B204YZZ,B204YZZ,CCS_47,173.0,mapped_ccs,,false,Diagnostic cardiac catheterization; coronary arteriography (procedure),ICD-10-PCS,3,3,Plain Radiography of Right Heart using Other Contrast
procedure,ICD10PCS,0LXV0ZZ,0LXV0ZZ,CCS_160,68.0,mapped_ccs,,false,Other therapeutic procedures on muscles and tendons (procedure),ICD-10-PCS,1,1,"Transfer Right Foot Tendon, Open Approach"
procedure,ICD10PCS,099X8ZZ,099X8ZZ,CCS_26,150.0,mapped_ccs,,false,Other therapeutic ear procedures (procedure),ICD-10-PCS,1,1,"Drainage of Left Sphenoid Sinus, Via Natural or Artificial Opening Endoscopic"
procedure,HCPCS,71250,71250,HCPCS_71250,,oov,unknown_unmappable,false,,,2,2,CT thorax c-matrl
procedure,ICD10PCS,0LSV0ZZ,0LSV0ZZ,CCS_160,68.0,mapped_ccs,,false,Other therapeutic procedures on muscles and tendons (procedure),ICD-10-PCS,1,1,"Reposition Right Foot Tendon, Open Approach"
procedure,ICD9PCS,46.21,4621,CCS_73,202.0,mapped_ccs,,true,Ileostomy and other enterostomy (procedure),ICD-9-CM Volume 3,1,1,TEMPORARY ILEOSTOMY
procedure,ICD9PCS,97.51,9751,CCS_93,224.0,mapped_ccs,,true,Other non-OR upper GI therapeutic procedures (procedure),ICD-9-CM Volume 3,4,4,REMOV GASTROSTOMY TUBE
procedure,ICD9PCS,44.14,4414,CCS_70,199.0,mapped_ccs,,true,Upper gastrointestinal endoscopy; biopsy (procedure),ICD-9-CM Volume 3,1,1,CLOSED GASTRIC BIOPSY
procedure,ICD10PCS,0HQ1XZZ,0HQ1XZZ,CCS_171,80.0,mapped_ccs,,false,Suture of skin and subcutaneous tissue (procedure),ICD-10-PCS,2,2,"Repair Face Skin, External Approach"
procedure,ICD10PCS,09J7XZZ,09J7XZZ,CCS_25,149.0,mapped_ccs,,false,Diagnostic procedures on ear (procedure),ICD-10-PCS,2,2,"Inspection of Right Tympanic Membrane, External Approach"
procedure,ICD10PCS,0RBM3ZX,0RBM3ZX,CCS_159,66.0,mapped_ccs,,false,Other diagnostic procedures on musculoskeletal system (procedure),ICD-10-PCS,1,1,"Excision of Left Elbow Joint, Percutaneous Approach, Diagnostic"
procedure,ICD10PCS,0FB03ZX,0FB03ZX,CCS_83,213.0,mapped_ccs,,false,Biopsy of liver (procedure),ICD-10-PCS,1,1,"Excision of Liver, Percutaneous Approach, Diagnostic"
