event_type,code_system,raw_code,normalized_code,mimic_token,mapping_status,oov_cause,n_events,n_patients,sample_description
medication,RXNORM,860805,860805,RXN_860805,oov,pediatric_absent,4,3,azelastine HCl
medication,RXNORM,1379,1379,RXN_1379,oov,pediatric_absent,4,1,benzalkonium chloride
medication,RXNORM,1091152,1091152,RXN_1091152,oov,pediatric_absent,4,1,methylphenidate HCl
medication,RXNORM,1547580,1547580,RXN_1547580,oov,pediatric_absent,4,4,pneumococcal 23-val p-sac vac
diagnosis,ICD10,T76.22XD,T7622XD,ICD10_T7622XD,oov,unknown_unmappable,4,2,"Child sexual abuse, suspected, subsequent encounter"
diagnosis,ICD10,H65.116,H65116,ICD10_H65116,oov,unknown_unmappable,4,2,Bilateral recurrent acute allergic otitis media
diagnosis,ICD10,H52.222,H52222,ICD10_H52222,oov,unknown_unmappable,4,2,Regular astigmatism of left eye
diagnosis,ICD10,P52.8,P528,ICD10_P528,oov,unknown_unmappable,4,4,Other intracranial (nontraumatic) hemorrhages of newborn
diagnosis,ICD10,T22.232D,T22232D,ICD10_T22232D,oov,unknown_unmappable,4,1,"Burn of second degree of left upper arm, subsequent encounter"
diagnosis,ICD9,949.2,9492,ICD9_9492,oov,code_version_mismatch,4,4,Second degree burn
diagnosis,ICD10,T71.162D,T71162D,ICD10_T71162D,oov,unknown_unmappable,4,2,"Suicide attempt by hanging, subsequent encounter"
diagnosis,ICD9,V70.9,V709,ICD9_V709,oov,code_version_mismatch,4,2,Normal ENT exam
diagnosis,ICD10,T63.304A,T63304A,ICD10_T63304A,oov,unknown_unmappable,4,1,"Spider bite, undetermined intent, initial encounter"
diagnosis,ICD9,V65.9,V659,ICD9_V659,oov,code_version_mismatch,4,3,Consultation
medication,RXNORM,1116572,1116572,RXN_1116572,oov,pediatric_absent,4,1,phenylephrine/DM/acetaminop/GG
medication,RXNORM,2003667,2003667,RXN_2003667,oov,pediatric_absent,4,4,thrombin/fibrinogn/aprotin/cal
medication,RXNORM,1807628,1807628,RXN_1807628,oov,pediatric_absent,4,4,0.9 % sodium chloride
medication,RXNORM,1148595,1148595,RXN_1148595,oov,pediatric_absent,4,3,antipyrine/benzocaine
medication,RXNORM,755497,755497,RXN_755497,oov,pediatric_absent,4,3,albuterol sulfate
diagnosis,ICD9,V78.1,V781,ICD9_V781,oov,code_version_mismatch,4,2,Screening for other and unspecified deficiency anemia
diagnosis,ICD10,H02.003,H02003,ICD10_H02003,oov,unknown_unmappable,4,2,Entropion of right eyelid
diagnosis,ICD10,S82.91XA,S8291XA,ICD10_S8291XA,oov,unknown_unmappable,4,2,Multiple fractures of both lower extremities
diagnosis,ICD10,T22.20XD,T2220XD,ICD10_T2220XD,oov,unknown_unmappable,4,2,"Burn of right arm, second degree, subsequent encounter"
medication,RXNORM,730805,730805,RXN_730805,oov,pediatric_absent,4,2,ferrous sulfate
medication,RXNORM,798477,798477,RXN_798477,oov,pediatric_absent,4,3,hepatitis A virus vaccine/PF
medication,RXNORM,1088772,1088772,RXN_1088772,oov,pediatric_absent,4,1,potassium bicarbonate/cit ac
medication,RXNORM,848178,848178,RXN_848178,oov,pediatric_absent,4,2,betamethasone/propylene glyc
medication,RXNORM,1494169,1494169,RXN_1494169,oov,pediatric_absent,4,1,sulfacetamide sodium/sulfur
medication,RXNORM,1918194,1918194,RXN_1918194,oov,pediatric_absent,4,2,fluticasone propion/salmeterol
diagnosis,ICD10,P91.819,P91819,ICD10_P91819,oov,unknown_unmappable,4,2,"Neonatal encephalopathy, unspecified"
diagnosis,ICD10,S99.122A,S99122A,ICD10_S99122A,oov,unknown_unmappable,4,2,"Salter-Harris type II physeal fracture of left metatarsal, initial encounter for closed fracture"
diagnosis,ICD10,S62.322D,S62322D,ICD10_S62322D,oov,unknown_unmappable,4,2,"Displaced fracture of shaft of third metacarpal bone, right hand, subsequent encounter for fracture with routine healing"
diagnosis,ICD9,V58.9,V589,ICD9_V589,oov,code_version_mismatch,4,3,Unspecified aftercare
medication,RXNORM,411877,411877,RXN_411877,oov,pediatric_absent,4,1,magnesium oxide
diagnosis,ICD10,P12.81,P1281,ICD10_P1281,oov,unknown_unmappable,4,4,Caput succedaneum
diagnosis,ICD10,P05.18,P0518,ICD10_P0518,oov,unknown_unmappable,4,4,"Newborn small for gestational age, 2000-2499 grams"
medication,RXNORM,995278,995278,RXN_995278,oov,pediatric_absent,4,3,hydroxyzine pamoate
diagnosis,ICD10,H01.133,H01133,ICD10_H01133,oov,unknown_unmappable,4,1,"Eczema of eyelid, right"
diagnosis,ICD10,T74.12XD,T7412XD,ICD10_T7412XD,oov,unknown_unmappable,4,4,"Child physical abuse, subsequent encounter"
diagnosis,ICD10,S42.415D,S42415D,ICD10_S42415D,oov,unknown_unmappable,4,1,"Nondisplaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with routine healing"
medication,RXNORM,644104,644104,RXN_644104,oov,pediatric_absent,4,2,idursulfase
procedure,HCPCS,10445,10445,HCPCS_10445,oov,unknown_unmappable,4,4,"PR INCIS HIP ADDUC,OPEN,OBTUR NEUREC"
procedure,HCPCS,43978,43978,HCPCS_43978,oov,unknown_unmappable,4,4,SPINAL FUSION - OR
procedure,HCPCS,47718,47718,HCPCS_47718,oov,unknown_unmappable,4,4,HX ASD AND VSD REPAIR
procedure,HCPCS,48021,48021,HCPCS_48021,oov,unknown_unmappable,4,4,HX HAND SURGERY
procedure,HCPCS,47890,47890,HCPCS_47890,oov,unknown_unmappable,4,4,SCROTOPLASTY
medication,RXNORM,82806,82806,RXN_82806,oov,pediatric_absent,4,1,fosphenytoin sodium
diagnosis,ICD10,M26.29,M2629,ICD10_M2629,oov,unknown_unmappable,4,2,Other anomalies of dental arch relationship
diagnosis,ICD10,P19.9,P199,ICD10_P199,oov,unknown_unmappable,4,3,Metabolic acidosis in newborn
medication,RXNORM,311680,311680,RXN_311680,oov,pediatric_absent,4,1,metronidazole
diagnosis,ICD10,M80.852D,M80852D,ICD10_M80852D,oov,unknown_unmappable,4,1,"Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with routine healing"
medication,RXNORM,1741905,1741905,RXN_1741905,oov,pediatric_absent,4,2,dapsone
medication,RXNORM,239351,239351,RXN_239351,oov,pediatric_absent,4,1,calamine/phenol liquid
medication,RXNORM,1234586,1234586,RXN_1234586,oov,pediatric_absent,4,3,phenylephrine HCl
diagnosis,ICD9,V20.1,V201,ICD9_V201,oov,code_version_mismatch,4,3,Healthy infant or child
diagnosis,ICD10,S83.212A,S83212A,ICD10_S83212A,oov,unknown_unmappable,4,2,"Bucket-handle tear of medial meniscus of left knee as current injury, initial encounter"
diagnosis,ICD10,T63.91XS,T6391XS,ICD10_T6391XS,oov,unknown_unmappable,4,2,"Allergy or toxic reaction to venom, sequela"
diagnosis,ICD10,Z13.49,Z1349,ICD10_Z1349,oov,unknown_unmappable,4,2,Encounter for screening for other developmental delays
medication,RXNORM,313326,313326,RXN_313326,oov,pediatric_absent,4,2,thiamine HCl
medication,RXNORM,1114127,1114127,RXN_1114127,oov,pediatric_absent,4,1,lipase/protease/amylase
diagnosis,ICD9,794.17,79417,PHE_346,oov,pediatric_absent,4,2,Abnormal EMG
diagnosis,ICD10,S60.469A,S60469A,ICD10_S60469A,oov,unknown_unmappable,4,3,"Insect bite (nonvenomous) of unspecified finger, initial encounter"
medication,RXNORM,313774,313774,RXN_313774,oov,pediatric_absent,4,3,zinc sulfate
diagnosis,ICD9,771.83,77183,PHE_657,oov,pediatric_absent,4,2,Bacteremia of newborn
diagnosis,ICD10,T80.219D,T80219D,ICD10_T80219D,oov,unknown_unmappable,4,4,"Central venous line infection, subsequent encounter"
diagnosis,ICD9,764.96,76496,ICD9_76496,oov,code_version_mismatch,4,3,"Unspecified fetal growth retardation, 1,500-1,749 grams"
medication,RXNORM,343033,343033,RXN_343033,oov,pediatric_absent,4,1,dexamethasone
medication,RXNORM,311678,311678,RXN_311678,oov,pediatric_absent,4,3,metronidazole
diagnosis,ICD10,T23.202D,T23202D,ICD10_T23202D,oov,unknown_unmappable,4,1,"Burn of left hand, second degree, subsequent encounter"
procedure,HCPCS,42570,42570,HCPCS_42570,oov,unknown_unmappable,4,4,HX LAP CHOLECYSTECTOMY
procedure,HCPCS,44165,44165,HCPCS_44165,oov,unknown_unmappable,4,4,CENTRAL LINE INSERTION
procedure,HCPCS,85817,85817,HCPCS_85817,oov,unknown_unmappable,4,4,TONSILECTOMY & ADNOIDECTOMY (42820/42821) - ANESTHESIA
procedure,HCPCS,18352,18352,HCPCS_18352,oov,unknown_unmappable,4,4,"PR MICROSURG TECHNIQUES,REQ OPER MICROSCOPE"
diagnosis,ICD10,H02.845,H02845,ICD10_H02845,oov,unknown_unmappable,4,1,Edema of left lower eyelid
medication,RXNORM,848180,848180,RXN_848180,oov,pediatric_absent,4,2,betamethasone/propylene glyc
diagnosis,ICD10,S62.655D,S62655D,ICD10_S62655D,oov,unknown_unmappable,4,2,"Closed nondisplaced fracture of middle phalanx of left ring finger with routine healing, subsequent encounter"
diagnosis,ICD10,L02.93,L0293,ICD10_L0293,oov,unknown_unmappable,4,1,Recurrent boils
diagnosis,ICD10,N77.1,N771,ICD10_N771,oov,unknown_unmappable,4,1,"Vaginitis, vulvitis and vulvovaginitis in diseases classified elsewhere"
medication,RXNORM,311427,311427,RXN_311427,oov,pediatric_absent,4,3,magnesium hydroxide
medication,RXNORM,1655726,1655726,RXN_1655726,oov,pediatric_absent,4,1,adalimumab
medication,RXNORM,855942,855942,RXN_855942,oov,pediatric_absent,4,3,diclofenac potassium
medication,RXNORM,577324,577324,RXN_577324,oov,pediatric_absent,4,1,paricalcitol
medication,RXNORM,1047437,1047437,RXN_1047437,oov,pediatric_absent,4,3,baclofen
medication,RXNORM,11377,11377,RXN_11377,oov,pediatric_absent,4,1,polydextrose/xylitol
medication,RXNORM,669081,669081,RXN_669081,oov,pediatric_absent,4,1,desonide
medication,RXNORM,1101446,1101446,RXN_1101446,oov,pediatric_absent,4,1,doxylamine succinate
diagnosis,ICD9,776.2,7762,PHE_656.5,oov,pediatric_absent,4,4,Disseminated intravascular coagulation in newborn
diagnosis,ICD10,H74.43,H7443,ICD10_H7443,oov,unknown_unmappable,4,2,"Granulation polyp of middle ear, bilateral"
medication,RXNORM,197660,197660,RXN_197660,oov,pediatric_absent,4,1,"estrogens, conjugated"
medication,RXNORM,1359023,1359023,RXN_1359023,oov,pediatric_absent,4,1,norethindrone-e.estradiol-iron
diagnosis,ICD10,S82.245D,S82245D,ICD10_S82245D,oov,unknown_unmappable,4,1,"Nondisplaced spiral fracture of shaft of left tibia, subsequent encounter for closed fracture with routine healing"
medication,RXNORM,1427223,1427223,RXN_1427223,oov,pediatric_absent,4,2,iobenguane sulfate I-123
medication,RXNORM,197856,197856,RXN_197856,oov,pediatric_absent,4,2,ketoprofen
diagnosis,ICD10,Z71.2,Z712,ICD10_Z712,oov,unknown_unmappable,4,3,Person consulting for explanation of examination or test findings
diagnosis,ICD9,771.6,7716,PHE_657,oov,pediatric_absent,4,4,Neonatal conjunctivitis and dacryocystitis
diagnosis,ICD9,385.01,38501,PHE_385.5,oov,pediatric_absent,4,4,Tympanosclerosis involving tympanic membrane only
procedure,HCPCS,49970,49970,HCPCS_49970,oov,unknown_unmappable,4,4,HX BIDIRECTIONAL GLENN
procedure,HCPCS,49952,49952,HCPCS_49952,oov,unknown_unmappable,4,4,"HX ASD, PRIMARY CLOSURE"
procedure,HCPCS,47607,47607,HCPCS_47607,oov,unknown_unmappable,4,4,HX TENDON RELEASE
diagnosis,ICD10,M86.062,M86062,ICD10_M86062,oov,unknown_unmappable,4,1,"Acute hematogenous osteomyelitis, left tibia and fibula"
diagnosis,ICD10,M41.23,M4123,ICD10_M4123,oov,unknown_unmappable,4,1,"Other idiopathic scoliosis, cervicothoracic region"
diagnosis,ICD10,Q53.00,Q5300,ICD10_Q5300,oov,unknown_unmappable,4,1,"Ectopic testis, unspecified laterality"
diagnosis,ICD9,946.0,9460,ICD9_9460,oov,code_version_mismatch,4,1,"Burns of multiple specified sites, unspecified degree"
diagnosis,ICD10,T23.002D,T23002D,ICD10_T23002D,oov,unknown_unmappable,4,2,"Burn of unspecified degree of left hand, unspecified site, subsequent encounter"
medication,RXNORM,1100896,1100896,RXN_1100896,oov,pediatric_absent,4,1,calcium carbonate/vitamin D2
diagnosis,ICD10,T22.10XA,T2210XA,ICD10_T2210XA,oov,unknown_unmappable,4,1,"Burn of arm, left, first degree, initial encounter"
diagnosis,ICD10,H01.139,H01139,ICD10_H01139,oov,unknown_unmappable,4,1,"Eczema of eyelid, unspecified laterality"
diagnosis,ICD10,S01.93XS,S0193XS,ICD10_S0193XS,oov,unknown_unmappable,4,1,"Gunshot wound of head, sequela"
diagnosis,ICD10,S01.90XA,S0190XA,ICD10_S0190XA,oov,unknown_unmappable,4,1,Complex wound of head with retained foreign body
medication,RXNORM,1865957,1865957,RXN_1865957,oov,pediatric_absent,4,2,crisaborole
medication,RXNORM,2059184,2059184,RXN_2059184,oov,pediatric_absent,4,1,amikacin liposomal/neb.accessr
medication,RXNORM,71722,71722,RXN_71722,oov,pediatric_absent,4,2,docusate sodium/benzocaine
medication,RXNORM,237892,237892,RXN_237892,oov,pediatric_absent,4,3,lactase
medication,RXNORM,1605252,1605252,RXN_1605252,oov,pediatric_absent,4,3,levonorgestrel
diagnosis,ICD10,H60.312,H60312,ICD10_H60312,oov,unknown_unmappable,4,2,Acute diffuse otitis externa of left ear
diagnosis,ICD10,S89.101A,S89101A,ICD10_S89101A,oov,unknown_unmappable,4,1,"Displaced physeal fracture of distal end of right tibia, initial encounter"
medication,RXNORM,310203,310203,RXN_310203,oov,pediatric_absent,4,1,"estrogens, conjugated"
diagnosis,ICD10,E71.40,E7140,ICD10_E7140,oov,unknown_unmappable,4,3,Carnitine deficiency
medication,RXNORM,860114,860114,RXN_860114,oov,pediatric_absent,4,2,ketorolac tromethamine
diagnosis,ICD10,S79.922A,S79922A,ICD10_S79922A,oov,unknown_unmappable,4,2,"Unspecified injury of left thigh, initial encounter"
diagnosis,ICD10,S63.642A,S63642A,ICD10_S63642A,oov,unknown_unmappable,4,2,"Sprain of metacarpophalangeal (MCP) joint of left thumb, initial encounter"
diagnosis,ICD10,Z45.9,Z459,ICD10_Z459,oov,unknown_unmappable,4,2,Encounter for adjustment and management of unspecified implanted device
diagnosis,ICD10,H53.433,H53433,ICD10_H53433,oov,unknown_unmappable,4,1,"Sector visual field defect, bilateral"
medication,RXNORM,240651,240651,RXN_240651,oov,pediatric_absent,4,3,colloidal oatmeal
medication,RXNORM,1739772,1739772,RXN_1739772,oov,pediatric_absent,4,2,brivaracetam
procedure,HCPCS,45628,45628,HCPCS_45628,oov,unknown_unmappable,4,4,HX MYRINGOPLASTY
procedure,HCPCS,49994,49994,HCPCS_49994,oov,unknown_unmappable,4,4,"HX CONDUIT, PLACEMENT, RV TO PA"
procedure,HCPCS,45648,45648,HCPCS_45648,oov,unknown_unmappable,4,4,HX NASAL ENDOSCOPY
procedure,HCPCS,32936,32936,HCPCS_32936,oov,unknown_unmappable,4,4,GASTROSTOMY JEJUNOSTOMY TUBE
procedure,HCPCS,45972,45972,HCPCS_45972,oov,unknown_unmappable,4,4,HX PICC LINE
procedure,HCPCS,82588,82588,HCPCS_82588,oov,unknown_unmappable,4,4,CHIARI DECOMPRESSION (EXTRADURAL)
procedure,HCPCS,45946,45946,HCPCS_45946,oov,unknown_unmappable,4,4,HX DORSAL RHIZOTOMY
procedure,HCPCS,55530,55530,HCPCS_55530,oov,unknown_unmappable,4,4,"HX SHUNT, CLASSIC BLALOCK-TAUSSIG-THOMAS"
procedure,HCPCS,42532,42532,HCPCS_42532,oov,unknown_unmappable,4,4,HX SEPTOPLASTY
drg,DRG,OMAPR040,OMAPR040,DRG_OMAPR040,oov,unknown_unmappable,4,2,SPINAL DISORDERS & INJURIES
drg,DRG,MS159,MS159,DRG_MS159,oov,unknown_unmappable,4,4,DENTAL & ORAL DISEASES W/O CC/MCC
drg,DRG,MS810,MS810,DRG_MS810,oov,unknown_unmappable,4,3,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC
medication,RXNORM,1739997,1739997,RXN_1739997,oov,pediatric_absent,4,1,ciprofloxacin
diagnosis,ICD10,M25.476,M25476,ICD10_M25476,oov,unknown_unmappable,4,1,Bilateral swelling of feet and ankles
diagnosis,ICD10,S21.159D,S21159D,ICD10_S21159D,oov,unknown_unmappable,4,1,"Open bite of unspecified front wall of thorax without penetration into thoracic cavity, subsequent encounter"
drg,DRG,OMAPR200,OMAPR200,DRG_OMAPR200,oov,unknown_unmappable,4,4,CARDIAC STRUCTURAL & VALVULAR DISORDERS
drg,DRG,OMAPR614,OMAPR614,DRG_OMAPR614,oov,unknown_unmappable,4,4,NEONATE BWT 1500-1999G W OR W/O OTHER SIGNIFICANT CONDITION
drg,DRG,OMAPR206,OMAPR206,DRG_OMAPR206,oov,unknown_unmappable,4,4,"MALFUNCTION,REACTION,COMPLICATION OF CARDIAC/VASC DEVICE OR PROCEDURE"
drg,DRG,MS556,MS556,DRG_MS556,oov,unknown_unmappable,4,4,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC
drg,DRG,MS336,MS336,DRG_MS336,oov,unknown_unmappable,4,4,PERITONEAL ADHESIOLYSIS W CC
drg,DRG,OMAPR229,OMAPR229,DRG_OMAPR229,oov,unknown_unmappable,4,4,OTHER DIGESTIVE SYSTEM & ABDOMINAL PROCEDURES
drg,DRG,OMAPR612,OMAPR612,DRG_OMAPR612,oov,unknown_unmappable,4,4,NEONATE BWT 1500-1999G W RESP DIST SYND/OTH MAJ RESP COND
drg,DRG,MS342,MS342,DRG_MS342,oov,unknown_unmappable,4,4,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC
drg,DRG,MS070,MS070,DRG_MS070,oov,unknown_unmappable,4,4,NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC
drg,DRG,MS544,MS544,DRG_MS544,oov,unknown_unmappable,4,1,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC
drg,DRG,MS076,MS076,DRG_MS076,oov,unknown_unmappable,4,4,VIRAL MENINGITIS W/O CC/MCC
drg,DRG,MS357,MS357,DRG_MS357,oov,unknown_unmappable,4,4,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC
diagnosis,ICD10,S63.635A,S63635A,ICD10_S63635A,oov,unknown_unmappable,4,1,Sprain of interphalangeal joint of left ring finger
medication,RXNORM,1482507,1482507,RXN_1482507,oov,pediatric_absent,4,1,eslicarbazepine acetate
medication,RXNORM,105292,105292,RXN_105292,oov,pediatric_absent,4,1,isoniazid
drg,DRG,OMAPR055,OMAPR055,DRG_OMAPR055,oov,unknown_unmappable,4,4,HEAD TRAUMA W COMA >1 HR OR HEMORRHAGE
drg,DRG,MS253,MS253,DRG_MS253,oov,unknown_unmappable,4,3,OTHER VASCULAR PROCEDURES W CC
drg,DRG,MS135,MS135,DRG_MS135,oov,unknown_unmappable,4,4,SINUS & MASTOID PROCEDURES W CC/MCC
drg,DRG,MS565,MS565,DRG_MS565,oov,unknown_unmappable,4,4,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC
drg,DRG,OMAPR501,OMAPR501,DRG_OMAPR501,oov,unknown_unmappable,4,4,MALE REPRODUCTIVE SYSTEM DIAGNOSES EXCEPT MALIGNANCY
drg,DRG,MS940,MS940,DRG_MS940,oov,unknown_unmappable,4,4,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC
diagnosis,ICD10,S59.902D,S59902D,ICD10_S59902D,oov,unknown_unmappable,4,1,"Unspecified injury of left elbow, subsequent encounter"
diagnosis,ICD10,S93.501D,S93501D,ICD10_S93501D,oov,unknown_unmappable,4,1,"Unspecified sprain of right great toe, subsequent encounter"
diagnosis,ICD9,942.20,94220,ICD9_94220,oov,code_version_mismatch,4,2,Second degree burn of trunk
diagnosis,ICD10,V00.821A,V00821A,ICD10_V00821A,oov,unknown_unmappable,4,3,"Fall from baby stroller, initial encounter"
diagnosis,ICD10,S42.309A,S42309A,ICD10_S42309A,oov,unknown_unmappable,4,3,Humerus fracture
diagnosis,ICD10,H61.92,H6192,ICD10_H6192,oov,unknown_unmappable,4,2,"Disorder of left external ear, unspecified"
diagnosis,ICD10,S82.839A,S82839A,ICD10_S82839A,oov,unknown_unmappable,4,4,Fracture of distal end of tibia with fibula
diagnosis,ICD10,P39.1,P391,PHE_657,oov,pediatric_absent,4,3,Neonatal conjunctivitis and dacryocystitis
diagnosis,ICD10,Z83.41,Z8341,ICD10_Z8341,oov,unknown_unmappable,4,1,Family history of multiple endocrine neoplasia type 2 (MEN2)
diagnosis,ICD10,H74.8X9,H748X9,ICD10_H748X9,oov,unknown_unmappable,4,3,"Other specified disorders of middle ear and mastoid, unspecified ear"
diagnosis,ICD10,Q55.63,Q5563,ICD10_Q5563,oov,unknown_unmappable,4,3,"Penile torsion, congenital"
diagnosis,ICD10,M89.20,M8920,ICD10_M8920,oov,unknown_unmappable,4,4,"Other disorders of bone development and growth, unspecified site"
diagnosis,ICD10,S62.351A,S62351A,ICD10_S62351A,oov,unknown_unmappable,4,2,"Nondisplaced fracture of shaft of second metacarpal bone, left hand, initial encounter for closed fracture"
medication,RXNORM,665042,665042,RXN_665042,oov,pediatric_absent,4,2,sitagliptin phosphate
procedure,HCPCS,45728,45728,HCPCS_45728,oov,unknown_unmappable,4,4,HX TRACH REMOVAL
diagnosis,ICD10,S62.025A,S62025A,ICD10_S62025A,oov,unknown_unmappable,4,1,"Closed nondisplaced fracture of middle third of scaphoid bone of left wrist, initial encounter"
diagnosis,ICD10,S82.232D,S82232D,ICD10_S82232D,oov,unknown_unmappable,4,2,"Displaced oblique fracture of shaft of left tibia, subsequent encounter for closed fracture with routine healing"
procedure,HCPCS,47064,47064,HCPCS_47064,oov,unknown_unmappable,4,4,MANOMETRY / ANORECTAL
procedure,HCPCS,42486,42486,HCPCS_42486,oov,unknown_unmappable,4,4,HX CYST INCISION AND DRAINAGE
diagnosis,ICD10,G43.011,G43011,ICD10_G43011,oov,unknown_unmappable,4,3,Intractable migraine without aura and with status migrainosus
procedure,HCPCS,102306,102306,HCPCS_102306,oov,unknown_unmappable,4,4,"BIOFEEDBACK TRAINING, PERINEAL MUSCLES, ANORECTAL OR URETHREL"
diagnosis,ICD10,P76.0,P760,PHE_656.6,oov,pediatric_absent,4,4,Meconium ileus (of newborn)
diagnosis,ICD10,H26.003,H26003,ICD10_H26003,oov,unknown_unmappable,4,2,Infantile cataract of both eyes
diagnosis,ICD10,S29.012D,S29012D,ICD10_S29012D,oov,unknown_unmappable,4,1,"Strain of muscle and tendon of back wall of thorax, subsequent encounter"
medication,RXNORM,349404,349404,RXN_349404,oov,pediatric_absent,4,3,zinc oxide
diagnosis,ICD10,S40.271A,S40271A,ICD10_S40271A,oov,unknown_unmappable,4,1,"Other superficial bite of right shoulder, initial encounter"
diagnosis,ICD10,Z13.858,Z13858,ICD10_Z13858,oov,unknown_unmappable,4,2,Encounter for screening for other nervous system disorders
diagnosis,ICD10,S62.015D,S62015D,ICD10_S62015D,oov,unknown_unmappable,4,1,"Nondisplaced fracture of distal pole of navicular (scaphoid) bone of left wrist, subsequent encounter for fracture with routine healing"
drg,DRG,MS907,MS907,DRG_MS907,oov,unknown_unmappable,4,3,OTHER O.R. PROCEDURES FOR INJURIES W MCC
diagnosis,ICD10,Z32.00,Z3200,ICD10_Z3200,oov,unknown_unmappable,4,3,"Encounter for pregnancy test, result unknown"
medication,RXNORM,11423,11423,RXN_11423,oov,pediatric_absent,4,1,tit dio/znox/homosa/octnx/mera
diagnosis,ICD10,H65.113,H65113,ICD10_H65113,oov,unknown_unmappable,4,3,Acute mucoid otitis media of both ears
diagnosis,ICD10,T24.212D,T24212D,ICD10_T24212D,oov,unknown_unmappable,4,1,"Burn of second degree of left thigh, subsequent encounter"
procedure,HCPCS,82710,82710,HCPCS_82710,oov,unknown_unmappable,4,4,SPINAL DYSRAPHISM/TETHERING SURGERY (MYELOMENINGOCELE REPAIR)
diagnosis,ICD10,Z34.01,Z3401,ICD10_Z3401,oov,unknown_unmappable,4,1,Supervision of normal first teen pregnancy in first trimester
drg,DRG,MS659,MS659,DRG_MS659,oov,unknown_unmappable,4,1,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC
drg,DRG,MS607,MS607,DRG_MS607,oov,unknown_unmappable,4,4,MINOR SKIN DISORDERS W/O MCC
medication,RXNORM,1790239,1790239,RXN_1790239,oov,pediatric_absent,4,2,clevidipine butyrate
drg,DRG,MS645,MS645,DRG_MS645,oov,unknown_unmappable,4,4,ENDOCRINE DISORDERS W/O CC/MCC
drg,DRG,MS099,MS099,DRG_MS099,oov,unknown_unmappable,4,2,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC
drg,DRG,MS377,MS377,DRG_MS377,oov,unknown_unmappable,4,4,G.I. HEMORRHAGE W MCC
drg,DRG,OMAPR469,OMAPR469,DRG_OMAPR469,oov,unknown_unmappable,4,2,ACUTE KIDNEY INJURY
drg,DRG,MS458,MS458,DRG_MS458,oov,unknown_unmappable,4,4,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W/O CC/MCC
drg,DRG,OMAPR445,OMAPR445,DRG_OMAPR445,oov,unknown_unmappable,4,3,OTHER BLADDER PROCEDURES
procedure,HCPCS,47737,47737,HCPCS_47737,oov,unknown_unmappable,4,4,HX LARYNGOPLASTY
medication,RXNORM,724859,724859,RXN_724859,oov,pediatric_absent,4,3,armodafinil
procedure,HCPCS,47024,47024,HCPCS_47024,oov,unknown_unmappable,4,4,MICKEY G-TUBE BUTTON
diagnosis,ICD9,776.7,7767,PHE_656.5,oov,pediatric_absent,4,4,Transient neonatal neutropenia
medication,RXNORM,1098911,1098911,RXN_1098911,oov,pediatric_absent,4,1,guaifenesin/DM/pseudoephedrine
medication,RXNORM,799034,799034,RXN_799034,oov,pediatric_absent,4,1,ciclesonide
drg,DRG,MS919,MS919,DRG_MS919,oov,unknown_unmappable,4,4,COMPLICATIONS OF TREATMENT W MCC
medication,RXNORM,884385,884385,RXN_884385,oov,pediatric_absent,4,2,dextroamphetamine sulfate
diagnosis,ICD10,S62.515D,S62515D,ICD10_S62515D,oov,unknown_unmappable,4,1,"Nondisplaced fracture of proximal phalanx of left thumb, subsequent encounter for fracture with routine healing"
diagnosis,ICD10,M84.363D,M84363D,ICD10_M84363D,oov,unknown_unmappable,4,1,"Stress fracture of right fibula with routine healing, subsequent encounter"
drg,DRG,MS876,MS876,DRG_MS876,oov,unknown_unmappable,4,4,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS
diagnosis,ICD10,M67.442,M67442,ICD10_M67442,oov,unknown_unmappable,4,1,"Ganglion, left hand"
drg,DRG,OMAPR696,OMAPR696,DRG_OMAPR696,oov,unknown_unmappable,4,2,OTHER CHEMOTHERAPY
procedure,HCPCS,42586,42586,HCPCS_42586,oov,unknown_unmappable,4,4,RENAL TRANSPLANT
medication,RXNORM,1149337,1149337,RXN_1149337,oov,pediatric_absent,4,3,dextranomer/hyaluronate/NaCl
procedure,HCPCS,1332,1332,HCPCS_1332,oov,unknown_unmappable,4,4,BRAINSTEM AUDITORY EVOKED RESPONSE
procedure,HCPCS,1002028,1002028,HCPCS_1002028,oov,unknown_unmappable,4,4,TEAR DUCT PROBE WITH OR WITHOUT IRRIGATION - BOTH EYES
