rxcui,level1_token,level2_token,level3_token,tty
6205,,INGSET_1087665+1090921+1090927+1112894+1147373+1150098+1150099+1154028+1154029+1154087+1154088+1156669+1156670+1162180+1162182+1162186+1162187+1162188+1162189+1162190+1241787+1246674+1294964+1295331+1310648+1370000+1423224+1441187+1441188+1658107+1726208+1797460+1871419+1873728+2043691+2043692+2043693+2119269+2529766+2529788+2529792+2536542+2604778+2719242+381174+577141+577142+579081+579082+579245+619233+654236+654237+657570+657572+657573+701576+795708+808729,THERA_GASTROINTESTINAL,Ingredient
1922453,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
999961,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
731564,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
1091170,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1049630,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
1304261,,,THERA_BIOLOGICALS,Semantic Clinical Drug
1543766,,,THERA_BIOLOGICALS,Semantic Clinical Drug
198013,RXN_198013,RXN_198013,THERA_ANTIARTHRITICS,Semantic Clinical Drug
199888,RXN_199888,RXN_199888,THERA_CNS_DRUGS,Semantic Clinical Drug
199889,RXN_199889,RXN_199889,THERA_CNS_DRUGS,Semantic Clinical Drug
9853,,INGSET_9853,THERA_EENT_PREPS,Ingredient
606726,RXN_606726,RXN_606726,THERA_GASTROINTESTINAL,Semantic Clinical Drug
200224,RXN_200224,RXN_200224,THERA_ANTIASTHMATICS,Semantic Clinical Drug
749860,,,THERA_CONTRACEPTIVES,Generic Pack
748878,,,THERA_CONTRACEPTIVES,Generic Pack
312938,RXN_312938,RXN_312938,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
979092,RXN_979092,RXN_979092,THERA_ANTIINFECTIVES_MISCELLANEOUS,Semantic Clinical Drug
751901,,,THERA_CONTRACEPTIVES,Generic Pack
152695,,,THERA_ANTIARTHRITICS,Semantic Clinical Drug
705728,,,THERA_VITAMINS,Semantic Clinical Drug
351250,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
309263,RXN_309263,RXN_309263,THERA_VITAMINS,Semantic Clinical Drug
435020,RXN_435020,RXN_435020,THERA_VITAMINS,Semantic Clinical Drug
248656,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
856377,RXN_856377,RXN_856377,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
198741,RXN_198741,RXN_198741,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
309092,RXN_309092,RXN_309092,THERA_ANTIBIOTICS,Semantic Clinical Drug
312086,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
315134,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
1791371,RXN_1791371,RXN_1791371,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
899557,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
2058900,RXN_2058906,,THERA_CNS_DRUGS,Semantic Clinical Drug
1790666,,,THERA_HORMONES,Semantic Clinical Drug
861064,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
2055011,,,THERA_CNS_DRUGS,Semantic Clinical Drug
2055015,,,THERA_CNS_DRUGS,Semantic Clinical Drug
311373,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
106351,RXN_106351,RXN_106351,THERA_ANTIBIOTICS,Semantic Clinical Drug
39625,,INGSET_1115778+1248137,THERA_SKIN_PREPS,Precise Ingredient
312941,RXN_312941,RXN_312941,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
602964,RXN_602964,RXN_602964,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1870205,,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
1809097,,,THERA_ANALGESICS,Semantic Clinical Drug
4716,,INGSET_1163942+1163943+1791614+2262177+334866+372298,THERA_BLOOD,Ingredient
309845,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
198443,RXN_198443,RXN_198443,THERA_ANALGESICS,Semantic Clinical Drug
1012066,,,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
797730,,,THERA_SKIN_PREPS,Semantic Clinical Drug
251374,,,THERA_ANALGESICS,Semantic Clinical Drug
309844,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1736337,,,THERA_HORMONES,Semantic Clinical Drug
596926,RXN_596926,RXN_596926,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
197902,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
198776,RXN_198776,RXN_198776,THERA_ANESTHETICS,Semantic Clinical Drug
250387,RXN_250387,RXN_250387,THERA_ANTIPARASITICS,Semantic Clinical Drug
885205,RXN_885205,RXN_885205,THERA_ANTIPARKINSON_DRUGS,Semantic Clinical Drug
885213,RXN_885213,RXN_885213,THERA_ANTIPARKINSON_DRUGS,Semantic Clinical Drug
307746,RXN_307746,RXN_307746,THERA_GASTROINTESTINAL,Semantic Clinical Drug
349332,RXN_349332,RXN_349332,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
284989,,,THERA_HORMONES,Semantic Clinical Drug
151226,,,THERA_CNS_DRUGS,Semantic Clinical Drug
762873,,,THERA_HORMONES,Semantic Clinical Drug
309101,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
756336,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
745679,RXN_745679,RXN_745679,THERA_ANTIASTHMATICS,Semantic Clinical Drug
308459,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
896231,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
312617,RXN_312617,RXN_312617,THERA_HORMONES,Semantic Clinical Drug
1246304,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
706943,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
142002,,,THERA_EENT_PREPS,Semantic Clinical Drug
4910,,INGSET_1043635+1043749+1101851+1114097+1151382+1152038+1154303+1154555+1156207+1156208+1156211+1156213+1156214+1156216+1156217+1156223+1156225+1156228+1156229+1156234+1156237+1156851+1156852+1156853+1156854+1156855+1156856+1156857+1241468+1241469+1294759+1374725+1602009+1602010+1602011+1726415+1726657+1726658+1745434+1745435+1745436+1791542+1791543+1791544+1791545+2541162+2541163+2586850+2586853+2586854+2637869+2642218+2642219+2702673+2705815+315993+329240+329780+329781+332044+332045+332046+334887+334919+336161+345106+345107+360509+372337+374554+375108+375109+375441+377459+377466+379176+402729+440289+440291+440295+562563+581670+581671+581681+583083+596935+636721+647415+686495+686496+724354+724355+725146+744788+801412+824552+832113+849640+849642+895730+895965+900137+968661,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Ingredient
848180,,,THERA_SKIN_PREPS,Semantic Clinical Drug
309289,,,THERA_ANTIFUNGALS,Semantic Clinical Drug
992447,RXN_992447,RXN_992447,THERA_ANTIHISTAMINES,Semantic Clinical Drug
995241,RXN_995241,RXN_995241,THERA_ANTIHISTAMINES,Semantic Clinical Drug
1014674,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
892246,RXN_892246,RXN_892246,THERA_THYROID_PREPS,Semantic Clinical Drug
966225,,,THERA_THYROID_PREPS,Semantic Clinical Drug
312033,,,THERA_CONTRACEPTIVES,Semantic Clinical Drug
309680,RXN_309680,RXN_309680,THERA_ANTIBIOTICS,Semantic Clinical Drug
860192,,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
3322,,INGSET_1155859+1155860+1155861+1155862+1155864+1807451+1807458+2120549+2272609+2272610+2272611+2272612+2272625+2272631+2682562+2682563+2682574+315796+315797+315798+315799+317350+317351+333011+371781+371782+371786+378003,THERA_CNS_DRUGS,Ingredient
314157,,,THERA_ANTIVIRALS,Semantic Clinical Drug
993781,RXN_993781,RXN_993781,THERA_ANALGESICS,Semantic Clinical Drug
315102,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
596843,RXN_596843,RXN_596843,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1191256,RXN_1191256,RXN_1191256,THERA_SKIN_PREPS,Semantic Clinical Drug
311913,,,THERA_ANTIARTHRITICS,Semantic Clinical Drug
856724,RXN_856724,RXN_856724,THERA_CARDIOVASCULAR,Semantic Clinical Drug
858618,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
899511,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
310963,,,THERA_ANTIARTHRITICS,Semantic Clinical Drug
644104,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
899461,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
198740,RXN_210961,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
313786,,,THERA_EENT_PREPS,Semantic Clinical Drug
995218,RXN_995218,RXN_995218,THERA_ANTIHISTAMINES,Semantic Clinical Drug
251039,RXN_251039,RXN_251039,THERA_HORMONES,Semantic Clinical Drug
617309,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
1735536,,,THERA_HORMONES,Semantic Clinical Drug
582974,,,THERA_HORMONES,Semantic Clinical Drug
896267,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1667880,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1806191,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
790283,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
746803,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
746810,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1536147,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
727488,,,THERA_DIAGNOSTIC,Semantic Clinical Drug
106387,RXN_106387,RXN_106387,THERA_ANTIPARASITICS,Semantic Clinical Drug
1362831,RXN_1362831,RXN_1362831,THERA_ANTICOAGULANTS,Semantic Clinical Drug
861448,RXN_861448,RXN_861448,THERA_SKIN_PREPS,Semantic Clinical Drug
686924,RXN_686924,RXN_686924,THERA_CARDIOVASCULAR,Semantic Clinical Drug
310429,RXN_310429,RXN_310429,THERA_DIURETICS,Semantic Clinical Drug
200031,RXN_200031,RXN_200031,THERA_CARDIOVASCULAR,Semantic Clinical Drug
200032,RXN_200032,RXN_200032,THERA_CARDIOVASCULAR,Semantic Clinical Drug
866924,RXN_866924,RXN_866924,THERA_CARDIOVASCULAR,Semantic Clinical Drug
866514,RXN_866514,RXN_866514,THERA_CARDIOVASCULAR,Semantic Clinical Drug
866436,RXN_866436,RXN_866436,THERA_CARDIOVASCULAR,Semantic Clinical Drug
854238,RXN_854238,RXN_854238,THERA_ANTICOAGULANTS,Semantic Clinical Drug
197475,RXN_197475,RXN_197475,THERA_DIURETICS,Semantic Clinical Drug
833528,RXN_833528,RXN_833528,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
1547771,RXN_1547771,RXN_1547771,THERA_EENT_PREPS,Semantic Clinical Drug
1794881,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1360030,,,THERA_EENT_PREPS,Semantic Clinical Drug
1792144,RXN_1792144,RXN_1792144,THERA_EENT_PREPS,Semantic Clinical Drug
403818,RXN_403818,RXN_403818,THERA_ANTIBIOTICS,Semantic Clinical Drug
1376336,RXN_1376336,RXN_1376336,THERA_EENT_PREPS,Semantic Clinical Drug
10878,,INGSET_10878,THERA_EENT_PREPS,Ingredient
351136,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
310274,RXN_310274,RXN_310274,THERA_GASTROINTESTINAL,Semantic Clinical Drug
309322,RXN_309322,RXN_309322,THERA_ANTIBIOTICS,Semantic Clinical Drug
686418,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
1737778,RXN_1737778,RXN_1737778,THERA_ANESTHETICS,Semantic Clinical Drug
1442442,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
428485,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
855633,RXN_855633,RXN_855633,THERA_SKIN_PREPS,Semantic Clinical Drug
1745091,RXN_1745091,RXN_1745091,THERA_ANESTHETICS,Semantic Clinical Drug
828320,,,THERA_MUSCLE_RELAXANTS,Semantic Clinical Drug
199119,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1247406,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1190546,RXN_1190546,RXN_1190546,THERA_GASTROINTESTINAL,Semantic Clinical Drug
309054,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
308194,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
562508,RXN_562508,RXN_562508,THERA_ANTIBIOTICS,Semantic Clinical Drug
351109,RXN_351109,RXN_351109,THERA_ANTIASTHMATICS,Semantic Clinical Drug
351260,RXN_351260,RXN_351260,THERA_GASTROINTESTINAL,Semantic Clinical Drug
252430,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
251872,RXN_251872,RXN_251872,THERA_GASTROINTESTINAL,Semantic Clinical Drug
311277,RXN_206206,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1091155,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1648110,RXN_1648110,RXN_1648110,THERA_ANTIBIOTICS,Semantic Clinical Drug
245220,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1721474,RXN_1721474,RXN_1721474,THERA_ANTIBIOTICS,Semantic Clinical Drug
1870676,RXN_1870676,RXN_1870676,THERA_ANTIBIOTICS,Semantic Clinical Drug
1427051,,,THERA_BIOLOGICALS,Semantic Clinical Drug
1659988,RXN_1659991,,THERA_BLOOD,Semantic Clinical Drug
1657341,RXN_1657343,,THERA_ANTIVIRALS,Semantic Clinical Drug
198911,,,THERA_SKIN_PREPS,Semantic Clinical Drug
966248,RXN_966248,RXN_966248,THERA_THYROID_PREPS,Semantic Clinical Drug
486166,RXN_582692,,THERA_SKIN_PREPS,Semantic Clinical Drug
702157,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
104884,RXN_104884,RXN_104884,THERA_GASTROINTESTINAL,Semantic Clinical Drug
484152,RXN_484152,RXN_484152,THERA_DIURETICS,Semantic Clinical Drug
864714,RXN_864714,RXN_864714,THERA_ANALGESICS,Semantic Clinical Drug
1307427,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
244981,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
204642,,,THERA_SKIN_PREPS,Semantic Clinical Drug
282486,RXN_282486,RXN_282486,THERA_DIURETICS,Semantic Clinical Drug
310481,,,THERA_ANTIFUNGALS,Semantic Clinical Drug
1670200,RXN_1670200,RXN_1670200,THERA_CNS_DRUGS,Semantic Clinical Drug
4419,,INGSET_4419,THERA_GASTROINTESTINAL,Ingredient
630796,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
311670,RXN_311670,RXN_311670,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1049163,RXN_1049163,RXN_1049163,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
310014,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
309090,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
992432,RXN_992432,RXN_992432,THERA_ANTIHISTAMINES,Semantic Clinical Drug
727517,RXN_727517,RXN_727517,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
309318,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1790245,,,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
1729584,,,THERA_ANALGESICS,Semantic Clinical Drug
904255,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
198148,RXN_198148,RXN_198148,THERA_HORMONES,Semantic Clinical Drug
1738495,RXN_1738495,RXN_1738495,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
854241,RXN_854241,RXN_854241,THERA_ANTICOAGULANTS,Semantic Clinical Drug
205322,RXN_205322,RXN_205322,THERA_ANTIARTHRITICS,Semantic Clinical Drug
205323,RXN_205323,RXN_205323,THERA_ANTIARTHRITICS,Semantic Clinical Drug
855288,RXN_855292,,THERA_ANTICOAGULANTS,Semantic Clinical Drug
855332,RXN_855336,,THERA_ANTICOAGULANTS,Semantic Clinical Drug
1738483,RXN_1738483,RXN_1738483,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1232082,RXN_1232084,,THERA_ANTICOAGULANTS,Semantic Clinical Drug
1232086,RXN_1232088,,THERA_ANTICOAGULANTS,Semantic Clinical Drug
1738503,RXN_1738503,RXN_1738503,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
308512,RXN_308512,RXN_308512,THERA_ANTIBIOTICS,Semantic Clinical Drug
197581,RXN_197581,RXN_197581,THERA_HORMONES,Semantic Clinical Drug
995624,RXN_995624,RXN_995624,THERA_GASTROINTESTINAL,Semantic Clinical Drug
197577,RXN_197577,RXN_197577,THERA_HORMONES,Semantic Clinical Drug
849515,RXN_849515,RXN_849515,THERA_HORMONES,Semantic Clinical Drug
1049221,RXN_1049221,RXN_1049221,THERA_ANALGESICS,Semantic Clinical Drug
801109,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1010745,RXN_1010745,RXN_1010745,THERA_ANESTHETICS,Semantic Clinical Drug
1362737,,,THERA_DIAGNOSTIC,Ingredient
198146,RXN_198146,RXN_198146,THERA_HORMONES,Semantic Clinical Drug
198144,RXN_198144,RXN_198144,THERA_HORMONES,Semantic Clinical Drug
312087,RXN_312087,RXN_312087,THERA_GASTROINTESTINAL,Semantic Clinical Drug
892251,,,THERA_THYROID_PREPS,Semantic Clinical Drug
1990866,,,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
807273,RXN_1190919,,THERA_BIOLOGICALS,Semantic Clinical Drug
997491,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
1292313,,,THERA_SKIN_PREPS,Semantic Clinical Drug
904396,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
351256,RXN_351256,RXN_351256,THERA_DIURETICS,Semantic Clinical Drug
153098,,,THERA_HORMONES,Semantic Clinical Drug
1870954,,,THERA_HORMONES,Semantic Clinical Drug
153880,,,THERA_HORMONES,Semantic Clinical Drug
727316,,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
311288,RXN_311288,RXN_311288,THERA_CNS_DRUGS,Semantic Clinical Drug
1099569,RXN_1099569,RXN_1099569,THERA_CNS_DRUGS,Semantic Clinical Drug
801966,RXN_801965,,THERA_CNS_DRUGS,Semantic Clinical Drug
1099678,RXN_1099678,RXN_1099678,THERA_CNS_DRUGS,Semantic Clinical Drug
809974,RXN_809984,,THERA_CNS_DRUGS,Semantic Clinical Drug
810000,RXN_810002,,THERA_CNS_DRUGS,Semantic Clinical Drug
809987,,,THERA_CNS_DRUGS,Semantic Clinical Drug
198488,,,THERA_ANESTHETICS,Semantic Clinical Drug
1304128,,,THERA_BIOLOGICALS,Semantic Clinical Drug
314192,RXN_314192,RXN_314192,THERA_GASTROINTESTINAL,Semantic Clinical Drug
577961,,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
900164,RXN_900165,,THERA_CNS_DRUGS,Semantic Clinical Drug
541892,RXN_541892,RXN_541892,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
850087,RXN_850087,RXN_850087,THERA_CNS_DRUGS,Semantic Clinical Drug
850091,,,THERA_CNS_DRUGS,Semantic Clinical Drug
1098608,,,THERA_CNS_DRUGS,Semantic Clinical Drug
246172,RXN_246172,RXN_246172,THERA_CNS_DRUGS,Semantic Clinical Drug
809996,RXN_809998,,THERA_CNS_DRUGS,Semantic Clinical Drug
1146690,,,THERA_CNS_DRUGS,Semantic Clinical Drug
900156,,,THERA_CNS_DRUGS,Semantic Clinical Drug
315223,RXN_315223,RXN_315223,THERA_ANALGESICS,Semantic Clinical Drug
862013,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
197528,RXN_197528,RXN_197528,THERA_CNS_DRUGS,Semantic Clinical Drug
1670195,RXN_1670195,RXN_1670195,THERA_CNS_DRUGS,Semantic Clinical Drug
199167,RXN_199167,RXN_199167,THERA_SEDATIVE_HYPNOTICS,Semantic Clinical Drug
2222,,,THERA_BLOOD,Ingredient
1801294,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
198427,RXN_198427,RXN_198427,THERA_CNS_DRUGS,Semantic Clinical Drug
197579,,,THERA_HORMONES,Semantic Clinical Drug
862025,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1652634,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
309112,RXN_309112,RXN_309112,THERA_ANTIBIOTICS,Semantic Clinical Drug
204119,,,THERA_ANTIPARASITICS,Semantic Clinical Drug
763488,,,THERA_HORMONES,Semantic Clinical Drug
252761,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
1795149,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
892477,RXN_892477,RXN_892477,THERA_ANALGESICS,Semantic Clinical Drug
1310467,,,THERA_ELECT_CALORIC_H2O,Precise Ingredient
617302,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
762830,,,THERA_HORMONES,Semantic Clinical Drug
198584,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
241975,,,THERA_HORMONES,Semantic Clinical Drug
197448,RXN_197448,RXN_197448,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
349594,RXN_349594,RXN_349594,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
349593,RXN_352319,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
762841,,,THERA_HORMONES,Semantic Clinical Drug
800985,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
312828,RXN_312828,RXN_312828,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
762850,,,THERA_HORMONES,Semantic Clinical Drug
205315,,,THERA_CNS_DRUGS,Semantic Clinical Drug
485496,RXN_485496,RXN_485496,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
403825,RXN_403825,RXN_403825,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
762857,,,THERA_HORMONES,Semantic Clinical Drug
401953,RXN_401953,RXN_401953,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
199387,RXN_199387,RXN_199387,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1737723,,,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
312830,RXN_312830,RXN_312830,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
897696,RXN_897696,RXN_897696,THERA_ANALGESICS,Semantic Clinical Drug
885219,RXN_885219,RXN_885219,THERA_ANTIPARKINSON_DRUGS,Semantic Clinical Drug
310671,RXN_310671,RXN_310671,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1091185,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
141935,RXN_141935,RXN_141935,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
313583,RXN_313583,RXN_313583,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
313585,RXN_313585,RXN_313585,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
197518,RXN_197518,RXN_197518,THERA_ANTIBIOTICS,Semantic Clinical Drug
1251185,,,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
197572,,,THERA_SKIN_PREPS,Semantic Clinical Drug
198467,RXN_198467,RXN_198467,THERA_ANALGESICS,Semantic Clinical Drug
198464,RXN_198464,RXN_198464,THERA_ANALGESICS,Semantic Clinical Drug
1809745,,,THERA_BIOLOGICALS,Semantic Clinical Drug
686403,,,THERA_SKIN_PREPS,Semantic Clinical Drug
312744,RXN_312744,RXN_312744,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
312743,RXN_312743,RXN_312743,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1099563,RXN_1099563,RXN_1099563,THERA_CNS_DRUGS,Semantic Clinical Drug
616487,RXN_616487,RXN_616487,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
721791,RXN_721791,RXN_721791,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
312635,RXN_312635,RXN_312635,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1368932,RXN_1368932,RXN_1368932,THERA_VITAMINS,Semantic Clinical Drug
312837,,,THERA_ANALGESICS,Semantic Clinical Drug
259966,RXN_259966,RXN_259966,THERA_HORMONES,Semantic Clinical Drug
1246311,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1005924,RXN_1005928,,THERA_CONTRACEPTIVES,Semantic Clinical Drug
997420,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
849431,,,THERA_ANTIARTHRITICS,Semantic Clinical Drug
260218,RXN_260218,RXN_260218,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
861223,,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
861225,RXN_861225,RXN_861225,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
1091210,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1013930,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
200329,RXN_213295,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
3565,,INGSET_1594588+203516+203518,THERA_AUTONOMIC_DRUGS,Precise Ingredient
197591,RXN_197591,RXN_197591,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
313159,,,THERA_ANALGESICS,Semantic Clinical Drug
748961,RXN_748961,RXN_748961,THERA_CONTRACEPTIVES,Generic Pack
349351,RXN_349351,RXN_349351,THERA_SKIN_PREPS,Semantic Clinical Drug
602811,,INGSET_2480925+2480937+2480945+2480947+2480952,THERA_GASTROINTESTINAL,Ingredient
903891,RXN_903891,RXN_903891,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
903887,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
903884,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
749157,,,THERA_CONTRACEPTIVES,Generic Pack
476809,RXN_476809,RXN_476809,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
312138,RXN_312138,RXN_312138,THERA_CNS_DRUGS,Semantic Clinical Drug
1092380,,,THERA_VITAMINS,Semantic Clinical Drug
308867,RXN_308867,RXN_308867,THERA_VITAMINS,Semantic Clinical Drug
1812013,RXN_207773,,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
979485,RXN_979485,RXN_979485,THERA_CARDIOVASCULAR,Semantic Clinical Drug
359296,RXN_359296,RXN_359296,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
198861,RXN_198861,RXN_198861,THERA_GASTROINTESTINAL,Semantic Clinical Drug
432402,RXN_432402,RXN_432402,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
856834,RXN_856834,RXN_856834,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
